student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category
504,20,Male,1st Year,0.6,1,28,ChatGPT,Exam Prep,4,8,103,3,70,85.2,71.5,10,1.8,27.2,6.1,0.0,4.0,2,77.3,1,High
505,17,Male,2nd Year,5.7,1,62,Claude,Notes,1,27,54,8,22,82.0,82.2,9,9.1,14.2,8.9,2.4,0.6,2,56.8,1,Medium
506,23,Female,11th,5.1,0,133,None,Coding,1,37,2,2,32,79.8,69.6,10,7.7,2.4,8.5,2.8,1.8,1,62.7,1,Medium
507,18,Female,12th,1.9,0,104,Copilot,Exam Prep,4,11,90,3,32,37.7,73.4,6,9.9,-11.6,6.3,3.0,2.2,10,43.9,1,Low
508,15,Female,10th,3.9,1,114,Copilot,Exam Prep,1,91,108,4,80,96.5,85.8,1,4.9,20.3,7.6,2.4,2.8,1,57.8,1,Medium
509,24,Male,11th,5.6,1,20,None,Exam Prep,4,12,111,10,43,50.5,48.5,4,1.8,30.3,5.9,0.9,0.4,10,46.4,1,Low
510,21,Female,10th,1.0,1,172,None,None,2,20,12,3,39,40.1,85.0,8,9.2,30.9,6.4,4.3,2.0,8,42.1,1,Low
511,17,Male,11th,3.3,0,172,None,Notes,7,54,76,8,93,31.3,62.4,5,8.3,-12.2,7.2,3.8,1.6,1,53.6,1,Medium
512,22,Male,12th,3.0,1,86,ChatGPT+Gemini,Homework,6,37,50,6,74,57.1,87.1,1,1.0,38.8,5.9,0.2,2.3,2,58.0,1,Medium
513,18,Male,10th,2.8,0,34,Gemini,Doubt Solving,2,51,53,3,54,77.1,53.2,6,5.8,-0.8,7.9,3.6,3.6,3,66.9,1,Medium
514,22,Male,12th,5.1,0,51,ChatGPT+Gemini,Exam Prep,2,25,93,7,97,57.4,87.6,1,1.1,-5.5,5.7,4.5,0.8,9,65.3,1,Medium
515,17,Male,10th,2.6,0,45,ChatGPT,Doubt Solving,1,88,17,4,99,86.6,87.5,1,4.2,2.2,5.0,0.8,3.4,5,70.7,1,Medium
516,23,Female,11th,0.9,1,56,ChatGPT,Coding,4,21,39,3,49,42.7,59.3,1,8.8,5.6,5.3,4.6,1.8,2,38.7,0,Low
517,18,Female,2nd Year,0.9,1,41,Copilot,Coding,2,50,96,2,52,41.9,87.8,7,7.1,15.1,8.5,1.6,1.5,3,53.3,1,Medium
518,22,Female,2nd Year,0.7,1,76,Gemini,Coding,5,71,80,8,60,48.6,47.4,10,8.7,13.0,7.8,4.1,2.0,3,59.7,1,Medium
519,21,Male,1st Year,2.8,0,97,ChatGPT+Gemini,Exam Prep,4,36,119,8,85,33.8,88.6,7,6.0,-9.9,8.5,4.0,4.3,8,54.1,1,Medium
520,16,Male,1st Year,4.5,0,15,Gemini,Doubt Solving,1,44,104,2,68,88.7,48.8,8,8.0,-3.2,8.7,3.4,0.3,3,74.4,1,Medium
521,14,Male,3rd Year,1.6,0,132,Copilot,Homework,5,85,9,9,27,39.4,99.1,6,5.4,24.5,4.1,1.3,2.9,1,26.3,0,Low
522,16,Other,12th,4.1,1,0,Claude,Notes,5,76,40,7,22,56.6,75.2,10,5.5,-7.1,5.0,1.6,3.7,3,36.9,0,Low
523,17,Female,10th,4.3,1,149,Copilot,Doubt Solving,5,36,43,6,84,62.4,86.9,6,6.4,21.6,6.0,2.8,3.1,6,67.8,1,Medium
524,15,Female,1st Year,1.9,0,47,Copilot,Notes,2,13,87,3,91,46.4,73.8,6,2.3,25.4,5.0,0.2,2.7,7,71.8,1,Medium
525,14,Male,11th,3.8,1,121,Gemini,Doubt Solving,4,17,105,3,21,91.9,74.7,1,6.8,25.2,4.3,2.5,3.1,2,44.5,1,Low
526,20,Female,2nd Year,4.3,1,25,ChatGPT,Exam Prep,5,96,92,4,60,81.5,69.0,2,8.7,24.4,8.6,4.2,1.8,4,55.0,1,Medium
527,21,Male,10th,3.1,1,33,Claude,Homework,6,6,7,9,72,32.0,48.3,3,2.4,-4.4,8.4,0.0,2.1,7,44.4,1,Low
528,20,Female,3rd Year,2.4,1,113,Claude,Exam Prep,7,73,35,8,94,60.7,56.3,8,4.4,5.3,5.0,4.4,1.9,6,73.2,1,Medium
529,18,Female,2nd Year,3.9,0,57,ChatGPT,Coding,10,59,55,2,35,39.6,96.2,8,9.3,8.1,6.5,2.6,2.9,8,45.9,1,Low
530,14,Other,10th,5.9,1,134,Gemini,Homework,3,57,13,5,28,74.7,62.4,1,3.8,36.9,8.9,2.9,4.4,8,38.6,0,Low
531,20,Female,1st Year,2.8,1,24,Gemini,None,3,93,28,10,58,64.5,43.4,5,8.9,-0.3,7.0,1.3,2.4,3,52.5,1,Medium
532,20,Male,1st Year,2.7,0,139,ChatGPT,None,10,54,6,6,83,86.6,87.8,4,6.8,36.3,6.7,2.5,2.0,6,65.3,1,Medium
533,22,Female,12th,3.1,1,158,ChatGPT+Gemini,Doubt Solving,2,33,88,5,55,77.9,82.8,1,8.6,32.4,6.1,3.0,3.4,8,55.1,1,Medium
534,16,Female,3rd Year,0.9,1,26,Gemini,Exam Prep,9,44,41,1,42,87.3,58.5,6,2.3,25.9,4.6,5.9,1.0,10,60.8,1,Medium
535,22,Male,10th,3.5,0,85,ChatGPT,Notes,1,2,29,9,66,91.3,62.3,7,8.1,21.2,4.6,3.7,4.5,6,71.9,1,Medium
536,14,Male,3rd Year,2.3,1,161,ChatGPT+Gemini,Exam Prep,3,39,119,10,68,42.6,69.5,1,1.3,9.8,8.4,3.8,3.8,1,45.0,1,Low
537,14,Male,11th,1.2,1,117,Copilot,Exam Prep,3,75,91,6,74,70.8,48.6,1,4.6,-12.9,5.2,6.0,1.7,1,63.1,1,Medium
538,17,Male,3rd Year,3.1,0,80,Claude,Doubt Solving,8,99,73,5,29,41.1,99.5,6,3.5,9.2,5.4,0.2,1.0,10,37.3,0,Low
539,22,Male,1st Year,0.5,0,74,ChatGPT,Doubt Solving,6,52,110,6,82,47.0,62.7,3,6.8,-18.6,4.7,5.2,3.2,4,51.2,1,Medium
540,19,Female,12th,2.7,1,92,Gemini,Coding,3,30,46,3,45,45.9,91.5,5,7.9,9.3,6.0,4.7,4.8,4,51.2,1,Medium
541,24,Male,1st Year,1.1,0,33,Claude,Homework,1,22,33,9,67,54.7,89.7,6,4.1,17.9,7.1,0.3,4.4,7,58.8,1,Medium
542,16,Male,2nd Year,0.6,1,114,ChatGPT+Gemini,Exam Prep,3,71,119,4,49,85.2,55.9,3,8.5,4.1,6.7,2.7,0.4,5,44.9,1,Low
543,14,Female,1st Year,5.0,0,164,Claude,Notes,4,64,61,6,21,52.2,44.8,10,6.0,-12.5,4.2,3.1,1.4,9,51.3,1,Medium
544,17,Female,10th,5.5,0,112,None,None,1,54,15,6,48,82.2,66.9,3,7.8,21.8,6.3,0.2,3.4,4,52.1,1,Medium
545,22,Female,12th,1.6,0,111,ChatGPT,None,3,98,119,2,73,30.1,53.1,5,7.5,30.5,6.1,2.7,2.7,5,47.3,1,Low
546,16,Male,10th,3.5,1,59,Copilot,Doubt Solving,4,78,73,9,51,70.5,62.8,7,2.2,18.5,5.3,5.3,1.0,10,57.7,1,Medium
547,22,Female,11th,2.0,1,25,ChatGPT+Gemini,Doubt Solving,7,91,28,2,57,49.7,95.1,1,7.6,14.8,7.2,0.2,4.3,6,39.7,0,Low
548,20,Female,11th,3.2,1,125,ChatGPT+Gemini,Coding,4,11,14,10,40,81.9,75.1,1,8.4,5.4,8.7,5.0,4.8,3,43.3,1,Low
549,17,Male,1st Year,2.9,0,172,ChatGPT+Gemini,Homework,1,0,91,5,46,99.4,65.3,9,1.3,20.3,7.5,5.0,1.9,5,74.6,1,Medium
550,16,Male,12th,2.0,1,44,Claude,None,9,10,50,2,53,67.3,75.6,10,2.5,-1.2,4.9,0.0,3.0,7,66.5,1,Medium
551,23,Female,3rd Year,4.4,0,31,Copilot,Coding,6,50,55,9,42,67.3,46.3,8,5.7,14.8,7.3,5.5,1.8,3,56.2,1,Medium
552,18,Female,12th,1.2,0,70,ChatGPT,Doubt Solving,9,100,87,2,97,98.2,85.6,8,1.5,0.0,4.8,4.3,1.0,7,85.2,1,High
553,18,Other,12th,0.8,0,22,ChatGPT,Notes,7,65,41,8,58,55.1,74.0,6,4.3,17.0,6.7,5.6,4.5,6,54.0,1,Medium
554,16,Female,12th,4.7,0,166,Claude,Coding,4,44,19,1,88,57.7,98.2,10,8.6,8.0,8.8,5.6,2.1,10,76.4,1,High
555,22,Female,1st Year,4.2,1,172,None,Exam Prep,1,98,46,3,92,78.8,63.7,7,1.9,-6.3,8.9,1.5,0.1,2,79.6,1,High
556,17,Female,10th,3.2,0,62,ChatGPT,Doubt Solving,7,71,63,7,64,64.5,51.2,6,2.3,-3.8,8.4,3.1,1.6,8,62.2,1,Medium
557,24,Male,1st Year,3.1,0,69,ChatGPT,Doubt Solving,9,30,116,6,82,83.8,50.8,3,2.1,23.6,5.8,2.9,2.0,2,74.0,1,Medium
558,18,Male,3rd Year,3.2,1,53,Copilot,Coding,6,84,92,2,27,58.8,91.4,7,5.9,-9.8,7.5,4.3,0.8,2,44.3,1,Low
559,17,Male,10th,2.9,0,26,Claude,Notes,1,52,1,9,26,78.2,67.6,7,3.7,-2.6,4.8,3.5,3.7,10,51.7,1,Medium
560,18,Female,3rd Year,2.7,1,92,Claude,Coding,9,44,109,2,49,83.9,57.5,6,8.3,23.4,8.7,5.8,0.9,9,56.6,1,Medium
561,20,Female,2nd Year,3.2,1,78,ChatGPT+Gemini,Notes,7,66,31,6,31,75.0,87.3,3,6.2,-18.3,6.3,3.0,4.3,4,35.9,0,Low
562,22,Female,2nd Year,3.4,0,35,ChatGPT,Doubt Solving,1,88,110,1,39,44.2,84.2,2,7.0,-19.8,6.8,2.2,3.0,2,32.0,0,Low
563,20,Male,10th,4.3,1,132,Gemini,Coding,4,40,53,3,83,66.1,94.6,1,3.8,3.7,5.9,6.0,4.0,6,63.2,1,Medium
564,18,Female,1st Year,4.4,1,178,None,Homework,5,27,41,5,48,97.7,92.0,9,5.4,37.0,6.1,3.6,3.4,7,68.8,1,Medium
565,23,Male,3rd Year,2.6,0,31,Copilot,None,2,61,29,7,74,37.3,45.9,7,4.3,-17.2,5.9,2.5,3.8,4,60.0,1,Medium
566,23,Male,3rd Year,2.8,1,148,Copilot,Coding,3,91,8,3,31,79.4,50.3,5,5.5,33.8,6.4,2.1,2.1,2,40.5,1,Low
567,20,Female,11th,2.6,1,16,None,Coding,2,1,18,9,41,85.2,67.6,5,7.2,13.8,8.3,4.2,3.0,6,53.2,1,Medium
568,23,Female,3rd Year,3.5,1,153,None,Homework,4,71,5,4,42,77.3,93.7,4,5.1,-14.1,8.2,5.3,1.9,1,55.2,1,Medium
569,18,Other,1st Year,3.0,1,21,Gemini,Homework,7,64,71,9,67,37.9,84.8,9,1.6,29.8,5.7,1.1,3.6,8,62.4,1,Medium
570,16,Male,11th,5.4,0,40,ChatGPT+Gemini,Exam Prep,5,20,97,3,64,35.2,47.8,4,4.3,-17.2,4.6,2.2,1.6,9,42.7,1,Low
571,20,Female,1st Year,4.3,0,58,Gemini,Homework,7,14,57,3,45,65.5,51.4,7,9.0,10.8,6.2,0.4,1.7,8,56.5,1,Medium
572,24,Male,12th,5.4,0,74,None,Notes,1,54,0,4,47,52.5,67.8,8,8.4,17.1,4.0,1.6,4.1,2,48.6,1,Low
573,24,Male,3rd Year,4.4,1,121,None,None,3,7,12,2,74,57.3,81.3,10,8.5,20.7,7.7,5.5,0.9,4,72.7,1,Medium
574,15,Female,12th,5.8,1,9,Gemini,None,2,85,5,5,92,49.1,51.7,5,2.6,-5.9,4.0,3.9,2.0,8,67.0,1,Medium
575,22,Female,2nd Year,4.0,1,86,ChatGPT+Gemini,Exam Prep,1,19,98,9,88,87.4,45.0,10,1.7,-3.9,5.0,5.5,2.9,10,92.0,1,High
576,23,Female,2nd Year,5.8,0,4,Gemini,Notes,5,76,28,8,21,89.5,41.1,9,8.3,30.9,4.8,3.3,0.7,3,51.4,1,Medium
577,23,Male,10th,1.4,0,54,ChatGPT+Gemini,Exam Prep,3,63,65,8,47,31.1,47.8,5,7.0,1.3,8.4,5.9,3.1,7,33.3,0,Low
578,14,Female,3rd Year,0.8,1,25,None,Exam Prep,8,89,73,8,96,86.9,64.6,9,5.6,11.6,9.0,3.8,1.9,8,79.4,1,High
579,19,Male,11th,3.7,1,3,None,None,5,38,30,8,98,77.1,91.9,10,7.2,6.7,4.7,4.3,1.1,4,83.4,1,High
580,20,Female,12th,5.9,0,106,None,Notes,5,6,71,6,72,61.8,42.4,9,9.4,-9.2,6.8,5.2,0.3,5,81.0,1,High
581,21,Male,1st Year,2.8,0,26,ChatGPT,Doubt Solving,7,56,40,7,33,35.8,80.8,10,2.2,4.4,8.1,2.1,2.8,2,41.0,1,Low
582,23,Male,3rd Year,1.7,0,125,ChatGPT+Gemini,None,8,74,38,10,65,76.8,48.0,3,2.5,-17.4,5.8,1.8,4.9,7,58.5,1,Medium
583,22,Female,10th,3.4,0,2,None,Doubt Solving,1,30,56,5,97,48.4,69.5,1,6.3,-11.0,5.3,1.0,3.9,9,63.2,1,Medium
584,15,Female,1st Year,4.1,1,49,Claude,Coding,5,33,27,6,86,68.5,57.2,1,7.4,30.0,5.5,4.2,2.0,7,59.5,1,Medium
585,24,Male,12th,2.2,1,124,Claude,Doubt Solving,9,74,30,3,93,45.5,90.3,6,6.8,35.5,5.6,4.9,0.9,5,62.2,1,Medium
586,23,Male,3rd Year,4.4,1,25,Gemini,None,9,87,12,5,89,91.4,79.9,9,3.3,-18.7,5.3,2.3,3.8,2,87.9,1,High
587,15,Female,12th,5.9,1,145,Claude,Coding,7,88,70,10,39,54.4,57.8,7,6.6,-0.7,4.3,0.0,4.3,8,45.1,1,Low
588,18,Male,3rd Year,5.4,0,134,ChatGPT+Gemini,Doubt Solving,4,50,50,3,54,78.1,70.2,2,6.0,36.1,8.6,5.4,1.7,4,48.3,1,Low
589,18,Male,3rd Year,2.1,0,116,ChatGPT,Coding,2,55,64,5,67,64.5,85.4,6,1.2,23.2,8.5,4.3,0.3,3,57.5,1,Medium
590,19,Male,12th,2.3,1,44,ChatGPT+Gemini,None,5,96,44,10,62,94.0,92.0,9,6.6,-19.3,8.3,5.3,3.1,4,74.6,1,Medium
591,16,Male,12th,2.5,1,140,Copilot,Coding,4,28,112,1,39,46.0,77.2,3,5.1,-13.5,7.8,5.3,0.5,1,38.0,0,Low
592,21,Female,1st Year,2.7,1,5,Gemini,None,1,62,107,1,75,96.9,76.9,6,8.7,24.2,7.7,2.9,0.9,9,76.0,1,High
593,14,Female,10th,1.1,0,162,None,Homework,7,84,52,10,22,82.7,46.2,7,6.9,20.8,7.5,4.5,0.0,7,47.2,1,Low
594,19,Female,12th,4.7,0,52,ChatGPT,None,3,32,56,6,87,79.1,71.3,2,5.9,32.5,8.3,5.1,1.3,8,71.5,1,Medium
595,17,Other,2nd Year,2.5,0,169,Gemini,Coding,6,44,25,8,30,88.8,88.9,9,9.1,25.4,4.3,0.3,3.8,5,66.6,1,Medium
596,14,Male,10th,5.3,1,3,Copilot,None,5,5,109,4,81,75.6,80.9,10,7.0,36.7,7.8,4.9,4.1,4,80.6,1,High
597,20,Male,2nd Year,5.6,1,59,Claude,None,4,36,15,7,80,37.7,42.9,10,3.3,12.6,8.3,3.0,4.7,9,64.4,1,Medium
598,22,Male,1st Year,0.6,1,172,Copilot,Notes,3,52,11,5,77,78.9,82.0,5,5.2,-4.2,7.2,2.1,4.1,5,61.3,1,Medium
599,17,Male,12th,5.9,1,71,Claude,Notes,9,1,117,2,48,60.6,64.2,6,7.1,-12.1,8.2,1.0,1.1,7,56.8,1,Medium
600,17,Male,10th,4.4,1,74,Gemini,Coding,5,93,15,5,57,68.7,81.0,2,8.4,-19.7,5.5,1.4,2.6,7,47.5,1,Low
601,19,Female,12th,3.4,1,65,Gemini,Notes,10,56,97,2,41,58.6,88.7,7,3.6,-12.5,5.8,4.8,2.9,5,51.8,1,Medium
602,16,Female,3rd Year,2.6,0,21,None,Doubt Solving,7,91,53,9,60,42.0,50.5,4,7.5,16.0,7.1,5.2,0.6,8,42.3,1,Low
603,19,Male,12th,3.4,1,139,None,Notes,4,95,90,1,82,63.9,92.2,5,7.1,4.3,4.7,5.8,2.2,1,58.1,1,Medium
604,20,Female,10th,2.3,1,50,Gemini,Homework,1,50,51,3,57,34.4,51.7,7,2.3,27.5,5.0,0.9,1.5,2,53.1,1,Medium
605,24,Female,12th,3.9,0,144,None,Notes,2,90,88,1,69,33.8,57.2,6,2.4,-0.3,9.0,3.1,3.8,2,50.9,1,Medium
606,23,Female,12th,1.0,1,163,ChatGPT+Gemini,Doubt Solving,10,38,82,5,26,67.3,80.8,5,5.5,1.4,7.9,5.5,0.4,4,46.7,1,Low
607,23,Female,11th,3.9,1,92,ChatGPT,None,5,21,70,4,43,42.6,83.6,3,4.7,17.0,4.6,1.3,1.4,9,49.8,1,Low
608,16,Female,11th,2.0,1,48,ChatGPT+Gemini,Doubt Solving,8,78,75,6,65,73.7,65.5,6,2.2,36.2,4.6,1.5,0.5,5,64.7,1,Medium
609,20,Female,10th,0.6,1,15,Copilot,Coding,8,42,109,5,44,43.4,46.8,6,1.8,15.5,6.0,3.3,2.3,3,57.9,1,Medium
610,16,Female,10th,3.5,1,43,ChatGPT,Exam Prep,8,37,23,7,97,86.4,95.0,6,9.1,-6.2,9.0,3.4,0.9,6,82.9,1,High
611,15,Female,3rd Year,3.7,1,106,Gemini,Doubt Solving,9,63,113,7,48,40.2,60.8,1,2.7,3.5,8.9,1.2,0.5,6,41.1,1,Low
612,23,Male,3rd Year,2.8,0,149,Gemini,Coding,2,36,57,10,86,61.1,98.0,2,4.3,35.4,6.4,3.1,3.3,6,61.6,1,Medium
613,17,Male,12th,0.9,1,93,Gemini,Coding,4,99,38,5,99,62.6,91.0,9,5.2,28.2,6.2,5.5,4.2,3,70.2,1,Medium
614,21,Female,2nd Year,5.4,1,7,Claude,Notes,10,37,68,10,41,73.4,57.7,9,1.7,-18.0,6.9,3.5,1.0,5,64.1,1,Medium
615,22,Male,10th,3.9,1,109,Copilot,Notes,6,70,0,1,28,58.2,84.9,9,2.2,-4.8,7.3,4.7,0.6,6,47.6,1,Low
616,20,Male,12th,1.1,1,17,ChatGPT+Gemini,Coding,6,30,70,9,68,76.0,56.4,5,5.7,16.2,5.3,4.6,3.3,8,60.7,1,Medium
617,14,Female,2nd Year,3.3,1,79,None,None,5,43,111,2,92,83.7,41.5,5,7.3,24.3,4.9,2.3,0.2,4,68.8,1,Medium
618,16,Male,11th,3.2,0,117,Copilot,Homework,2,93,89,7,55,38.6,55.8,4,8.6,-12.8,8.1,4.7,1.2,4,45.2,1,Low
619,22,Female,3rd Year,0.8,0,71,Claude,None,8,13,87,3,24,35.1,49.6,8,8.8,10.9,5.8,5.0,1.5,9,43.1,1,Low
620,14,Female,10th,3.8,1,93,Claude,Coding,1,97,60,10,23,77.4,58.5,8,5.9,13.7,4.2,2.5,4.6,1,48.3,1,Low
621,22,Other,12th,4.9,1,37,Copilot,Notes,1,51,47,6,43,89.7,68.7,2,3.6,-12.7,8.3,4.7,1.8,9,54.5,1,Medium
622,21,Female,11th,4.6,1,156,Claude,Doubt Solving,1,90,61,5,60,63.6,49.0,9,6.2,6.4,7.7,6.0,2.7,7,67.8,1,Medium
623,14,Male,1st Year,1.6,1,80,None,Homework,9,86,80,6,33,74.3,45.8,1,6.6,-19.8,7.6,3.8,3.9,10,42.1,1,Low
624,19,Female,11th,5.2,1,106,ChatGPT,Exam Prep,5,66,3,10,31,50.9,70.5,4,3.6,22.0,7.3,1.5,4.2,9,42.9,1,Low
625,18,Female,12th,2.4,1,129,Gemini,None,2,4,79,5,63,91.2,60.9,3,7.0,-15.4,6.1,5.0,0.5,3,62.2,1,Medium
626,19,Other,3rd Year,5.7,0,41,ChatGPT+Gemini,Doubt Solving,1,41,99,9,28,84.0,66.8,2,2.6,-11.2,8.4,0.7,3.8,8,45.2,1,Low
627,23,Male,2nd Year,0.9,1,117,Claude,Notes,4,93,68,8,85,71.1,99.4,10,3.7,27.5,5.8,3.0,3.8,5,81.4,1,High
628,18,Male,1st Year,3.2,0,20,ChatGPT+Gemini,Doubt Solving,2,6,68,1,57,51.5,61.1,1,9.4,4.8,5.3,5.4,4.4,8,45.7,1,Low
629,19,Female,1st Year,3.8,0,129,Gemini,Doubt Solving,3,17,51,9,96,60.7,76.2,9,5.6,21.6,6.7,3.9,3.8,1,76.0,1,High
630,18,Male,3rd Year,1.9,1,4,None,Notes,2,56,106,2,76,49.6,69.0,5,2.4,19.3,6.3,5.8,0.6,9,54.5,1,Medium
631,24,Female,1st Year,4.7,0,16,Copilot,Doubt Solving,8,73,45,5,66,60.2,84.2,4,7.0,-11.0,4.2,2.4,1.5,7,49.7,1,Low
632,18,Male,10th,3.9,0,23,None,Coding,3,43,16,6,74,33.5,99.1,1,3.1,-9.9,5.4,3.2,2.1,2,44.6,1,Low
633,17,Male,12th,0.6,0,135,Gemini,None,2,97,104,10,21,37.4,71.4,10,1.3,19.5,5.9,2.2,0.6,3,48.8,1,Low
634,16,Male,1st Year,3.8,0,157,ChatGPT+Gemini,Homework,6,60,84,1,37,45.2,61.0,6,8.8,-5.7,8.0,3.9,0.6,7,40.6,1,Low
635,16,Male,11th,3.2,0,177,ChatGPT,None,7,96,29,7,85,93.3,49.7,6,4.9,6.5,6.0,1.8,3.9,9,72.0,1,Medium
636,17,Female,2nd Year,1.6,1,149,Copilot,Notes,9,62,48,8,76,62.6,88.7,7,8.0,29.3,8.7,1.6,0.9,5,72.9,1,Medium
637,22,Female,12th,6.0,1,58,Claude,Homework,10,31,50,1,83,63.6,44.4,7,8.7,-3.6,7.7,4.4,4.5,2,60.2,1,Medium
638,15,Male,3rd Year,5.4,1,151,ChatGPT,Coding,4,94,32,10,46,67.0,74.9,2,6.2,0.6,8.1,5.9,1.1,5,31.7,0,Low
639,22,Female,11th,2.1,1,25,Gemini,Notes,5,27,108,4,72,65.0,85.8,6,1.9,-1.2,8.5,1.0,2.5,6,65.4,1,Medium
640,14,Male,10th,3.5,1,60,ChatGPT+Gemini,Coding,6,3,86,2,78,36.0,51.5,3,3.9,24.8,5.0,5.2,1.1,1,54.4,1,Medium
641,14,Female,1st Year,2.2,1,135,ChatGPT+Gemini,Exam Prep,3,14,57,5,48,52.6,68.8,2,3.3,-0.7,8.0,5.6,4.7,7,48.2,1,Low
642,18,Male,11th,4.8,0,11,ChatGPT+Gemini,Exam Prep,3,1,105,2,91,34.7,63.8,4,6.4,3.0,5.0,4.6,2.7,3,66.3,1,Medium
643,19,Female,12th,5.6,0,13,Gemini,Exam Prep,3,22,92,9,33,34.9,52.6,7,4.7,13.3,6.7,2.4,2.8,6,42.6,1,Low
644,19,Female,11th,2.5,1,29,Copilot,Homework,5,58,105,9,87,35.4,92.9,5,4.7,10.7,5.5,0.4,4.4,8,48.6,1,Low
645,16,Female,10th,4.9,1,98,Claude,None,6,22,38,10,62,92.8,71.9,7,6.9,-3.5,6.5,0.2,0.7,6,75.0,1,Medium
646,20,Female,2nd Year,3.2,1,61,ChatGPT,None,9,98,101,5,48,45.3,91.4,10,1.3,16.6,5.1,3.6,0.4,3,43.7,1,Low
647,22,Female,1st Year,2.7,1,30,Gemini,Exam Prep,9,90,70,5,76,34.7,91.1,4,2.2,1.3,8.8,4.7,4.9,4,49.8,1,Low
648,24,Other,12th,5.7,0,26,ChatGPT+Gemini,Exam Prep,5,25,36,4,52,30.2,98.8,1,9.0,7.5,7.3,1.8,4.6,4,39.8,0,Low
649,23,Female,1st Year,3.3,1,0,Claude,Coding,8,33,70,1,40,72.9,95.2,6,8.5,2.6,5.3,2.7,1.3,3,53.2,1,Medium
650,21,Female,1st Year,3.1,1,40,ChatGPT+Gemini,Doubt Solving,7,12,14,10,60,73.2,84.0,8,9.5,27.1,5.2,1.5,3.0,4,67.0,1,Medium
651,19,Female,3rd Year,4.2,1,141,Gemini,Doubt Solving,4,39,60,3,20,48.5,80.5,1,2.9,12.4,4.8,4.9,3.5,2,29.0,0,Low
652,21,Male,1st Year,1.9,1,73,ChatGPT+Gemini,None,1,50,92,4,46,49.6,49.8,7,4.1,39.3,7.9,4.8,4.6,6,43.7,1,Low
653,18,Female,11th,2.3,0,177,Gemini,None,3,9,9,7,21,53.7,65.8,7,2.0,9.6,6.4,4.4,1.1,3,42.4,1,Low
654,21,Male,11th,5.6,0,41,ChatGPT+Gemini,Exam Prep,10,38,19,7,83,54.8,73.8,1,6.8,33.4,8.5,5.1,3.9,10,63.6,1,Medium
655,23,Female,2nd Year,4.2,0,39,Gemini,None,5,89,108,7,70,84.4,43.7,2,8.0,14.4,4.0,0.9,0.9,5,58.5,1,Medium
656,17,Female,10th,5.0,0,13,ChatGPT+Gemini,Doubt Solving,10,3,8,7,73,95.8,49.3,10,6.6,33.6,6.5,2.7,2.8,4,80.6,1,High
657,23,Female,12th,2.0,0,99,Claude,Exam Prep,3,81,69,4,93,71.2,78.4,2,6.4,19.8,6.4,4.9,1.0,6,70.5,1,Medium
658,21,Male,11th,3.5,1,90,Claude,Exam Prep,4,98,19,9,93,57.4,48.8,10,8.2,-12.8,8.9,5.7,1.5,4,83.2,1,High
659,23,Male,1st Year,5.8,1,138,ChatGPT+Gemini,Homework,9,51,63,4,49,50.6,60.3,4,1.8,-14.4,7.6,4.8,2.7,6,38.3,0,Low
660,15,Female,10th,2.3,1,105,ChatGPT+Gemini,Notes,9,80,84,6,20,88.1,42.2,2,7.7,25.9,6.7,5.4,1.6,10,34.9,0,Low
661,18,Female,12th,1.4,1,48,Gemini,Doubt Solving,9,55,119,1,48,36.3,50.2,5,9.0,21.0,6.9,0.1,5.0,6,37.7,0,Low
662,22,Male,12th,3.3,0,164,Gemini,Exam Prep,9,26,6,1,32,60.3,73.3,8,6.8,7.0,7.5,4.5,3.2,6,55.7,1,Medium
663,17,Male,12th,2.6,0,105,Gemini,Doubt Solving,1,7,101,6,92,76.6,78.5,2,7.2,5.8,8.6,0.8,4.2,10,68.2,1,Medium
664,24,Female,12th,1.4,1,137,Copilot,Homework,9,52,63,1,62,47.5,46.2,8,6.8,19.6,4.3,4.5,1.0,6,59.6,1,Medium
665,19,Female,2nd Year,5.4,0,6,ChatGPT+Gemini,Homework,2,12,47,1,60,39.4,54.5,4,8.4,13.3,4.3,0.4,0.7,6,48.6,1,Low
666,14,Male,12th,5.9,1,80,None,Exam Prep,8,45,97,6,94,75.6,63.7,7,4.6,-7.8,5.0,1.8,1.4,2,83.4,1,High
667,22,Male,10th,3.6,1,139,ChatGPT+Gemini,Doubt Solving,9,85,46,8,77,72.0,80.9,6,8.7,32.5,6.2,4.1,4.1,3,62.0,1,Medium
668,14,Male,11th,4.8,1,100,ChatGPT+Gemini,Doubt Solving,8,35,63,9,96,73.4,44.5,4,3.4,22.2,5.7,1.2,1.0,2,67.6,1,Medium
669,18,Other,10th,5.2,1,54,ChatGPT+Gemini,Doubt Solving,9,42,66,6,33,98.5,66.9,6,2.0,19.1,4.3,4.7,1.2,4,56.3,1,Medium
670,17,Male,1st Year,4.4,0,163,Gemini,Homework,5,93,44,1,60,52.6,84.2,3,1.6,8.6,7.0,0.5,3.7,6,44.0,1,Low
671,16,Male,3rd Year,0.7,1,6,Gemini,Coding,10,34,16,7,86,99.0,48.4,10,1.9,36.7,8.2,5.0,4.0,2,86.6,1,High
